Ref,Val,Package,PosX,PosY,Rot,Side
"C7","330 μF","CP_Elec_8x10",127.400000,-78.850000,90.000000,bottom
"J7","USB_B_Micro","USB_Micro-B_Molex-105017-0001",128.100000,-65.737500,0.000000,bottom
"SW1","SPST","SW_SPST_B3S-1000",118.750000,-76.675000,270.000000,bottom
